"PACKAGE_FILE_ID","NDA_S3_URL","FILE_SIZE","DOWNLOAD_ALIAS","SHORT_NAME"
"11850257856","s3://gpop/ndar_data/experiments/experiment_2652/block_1/Block_Design_File/A2CPS_rest.txt","1","experiments/experiment_2652/block_1/Block_Design_File/A2CPS_rest.txt","experiments"
"11850257857","s3://gpop/ndar_data/experiments/experiment_2655/block_1/Block_Design_File/A2CPS_cuff.txt","1","experiments/experiment_2655/block_1/Block_Design_File/A2CPS_cuff.txt","experiments"
"11850277070","s3://gpop/ndar_data/QueryPackages/PRODDB/618523879050:psadil/Package_1235008/package_file_metadata_1235008.txt.gz","0","package_file_metadata_1235008.txt.gz",""
"11850277071","s3://gpop/ndar_data/QueryPackages/PRODDB/618523879050:psadil/Package_1235008/experiment_2652.xml","3958","experiments/experiment_2652/experiment_2652.xml","experiments"
"11850277072","s3://gpop/ndar_data/QueryPackages/PRODDB/618523879050:psadil/Package_1235008/experiment_2655.xml","3948","experiments/experiment_2655/experiment_2655.xml","experiments"
"11850277073","s3://gpop/ndar_data/QueryPackages/PRODDB/618523879050:psadil/Package_1235008/package_info.txt","142","package_info.txt",""
"11850277074","s3://gpop/ndar_data/QueryPackages/PRODDB/618523879050:psadil/Package_1235008/md5_values.txt","4604904","md5_values.txt",""
"11850277075","s3://gpop/ndar_data/QueryPackages/PRODDB/618523879050:psadil/Package_1235008/datastructure_manifest.txt","19988097","datastructure_manifest.txt",""
"11850277076","s3://gpop/ndar_data/QueryPackages/PRODDB/618523879050:psadil/Package_1235008/dataset_collection.txt","244","dataset_collection.txt",""
